,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
36550,36439,CA-2013-111213,02-04-2013,06-04-2013,Standard Class,FP-14320,Frank Preis,Consumer,New York City,New York,United States,10009.0,US,East,OFF-SU-10000946,Office Supplies,Supplies,Staples,63.84,8,0.0,18.5136,3.13,Medium
36586,40757,CA-2011-101833,17-11-2011,22-11-2011,Second Class,FG-14260,Frank Gastineau,Home Office,New York City,New York,United States,10024.0,US,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0.0,17.22,3.12,High
36666,39487,US-2014-155866,18-11-2014,22-11-2014,Standard Class,CC-12370,Christopher Conant,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,38.88,6,0.0,18.6624,3.1,High
36720,38331,CA-2013-145548,12-11-2013,17-11-2013,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,3,0.2,11.4504,3.09,Medium
36745,31802,CA-2014-134978,13-11-2014,16-11-2014,Second Class,EB-13705,Ed Braxton,Corporate,New York City,New York,United States,10024.0,US,East,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,5,0.2,5.373,3.08,High
36786,34401,US-2014-140074,24-03-2014,30-03-2014,Standard Class,EC-14050,Erin Creighton,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,25.68,6,0.0,11.556,3.07,Low
36787,35710,CA-2011-130624,21-06-2011,24-06-2011,First Class,TB-21280,Toby Braunhardt,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,3,0.0,26.865,3.07,High
36998,32705,CA-2013-130407,03-09-2013,07-09-2013,Standard Class,KD-16270,Karen Daniels,Consumer,New York City,New York,United States,10024.0,US,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,0.0,9.995,3.01,Medium
37135,33936,CA-2014-108441,13-06-2014,19-06-2014,Standard Class,SB-20170,Sarah Bern,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0.0,16.6764,2.97,Medium
37182,37993,US-2013-155103,03-12-2013,08-12-2013,Standard Class,JF-15190,Jamie Frazer,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,3,0.2,11.4504,2.96,Medium
37226,40346,CA-2011-124513,21-09-2011,25-09-2011,Standard Class,SL-20155,Sara Luxemburg,Home Office,New York City,New York,United States,10011.0,US,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,66.03,3,0.0,17.1678,2.95,Medium
37293,36913,CA-2013-158001,24-08-2013,28-08-2013,Standard Class,JP-15460,Jennifer Patt,Corporate,New York City,New York,United States,10035.0,US,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,29.34,6,0.0,7.9218,2.93,Medium
37324,33594,CA-2012-113145,01-11-2012,05-11-2012,Standard Class,VD-21670,Valerie Dominguez,Consumer,New York City,New York,United States,10011.0,US,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,42.95,1,0.0,1.2885,2.92,Medium
37327,34903,CA-2013-119683,13-03-2013,17-03-2013,Second Class,CK-12595,Clytie Kelty,Consumer,New York City,New York,United States,10024.0,US,East,OFF-EN-10001099,Office Supplies,Envelopes,Staples,29.34,3,0.0,13.4964,2.92,Medium
37386,37467,CA-2013-141523,20-12-2013,25-12-2013,Second Class,MH-17440,Mark Haberlin,Corporate,New York City,New York,United States,10035.0,US,East,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3,0.2,11.5587,2.9,Medium
37422,35090,CA-2012-163762,27-11-2012,01-12-2012,Standard Class,JE-15475,Jeremy Ellison,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3,0.0,12.5118,2.89,Medium
37423,38409,CA-2013-109666,20-04-2013,27-04-2013,Standard Class,KM-16720,Kunst Miller,Consumer,New York City,New York,United States,10035.0,US,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,0.0,15.372,2.89,Medium
37523,35820,CA-2011-107454,02-11-2011,06-11-2011,Standard Class,RD-19720,Roger Demir,Consumer,New York City,New York,United States,10024.0,US,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7,0.0,16.0356,2.86,High
37568,40904,CA-2014-117128,06-12-2014,09-12-2014,Second Class,BF-11080,Bart Folk,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",21.6,6,0.0,9.936,2.85,High
37675,35209,CA-2014-148068,19-09-2014,26-09-2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44,3,0.0,9.3312,2.82,Low
37836,32288,CA-2013-110023,10-09-2013,12-09-2013,First Class,TS-21610,Troy Staebel,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484,2.78,High
37839,38612,CA-2014-115322,12-05-2014,17-05-2014,Second Class,ZC-21910,Zuschuss Carroll,Consumer,New York City,New York,United States,10024.0,US,East,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.7368,2.78,Medium
38131,37786,US-2014-148866,20-09-2014,25-09-2014,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,United States,10011.0,US,East,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,32.4,5,0.0,15.552,2.7,Medium
38236,35040,CA-2013-137848,15-01-2013,21-01-2013,Standard Class,WB-21850,William Brown,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376,2.67,Medium
38275,37534,US-2013-155180,22-01-2013,29-01-2013,Standard Class,TB-21280,Toby Braunhardt,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336,4,0.2,9.2176,2.66,Medium
38316,34606,CA-2012-144386,05-11-2012,11-11-2012,Standard Class,GT-14635,Grant Thornton,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,0.2,8.8704,2.65,Low
38467,33761,CA-2014-148691,04-12-2014,10-12-2014,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,United States,10009.0,US,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99,1,0.0,36.9873,2.61,Medium
38468,34493,CA-2014-109750,23-07-2014,29-07-2014,Standard Class,FH-14365,Fred Hopkins,Corporate,New York City,New York,United States,10009.0,US,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0.0,14.0859,2.61,Medium
38553,36743,US-2013-127425,27-08-2013,01-09-2013,Standard Class,DR-12880,Dan Reichenbach,Corporate,New York City,New York,United States,10035.0,US,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.0,6,0.0,8.25,2.59,Medium
38558,39808,CA-2013-103359,23-12-2013,27-12-2013,Standard Class,LC-16885,Lena Creighton,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,2.59,High
38720,32545,CA-2014-115602,19-12-2014,25-12-2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,New York City,New York,United States,10009.0,US,East,OFF-AR-10002280,Office Supplies,Art,Staples,38.82,6,0.0,17.469,2.55,Medium
38724,38779,CA-2011-113964,23-09-2011,30-09-2011,Standard Class,JP-16135,Julie Prescott,Home Office,New York City,New York,United States,10011.0,US,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,18.464,4,0.2,6.924,2.55,Low
38755,33755,CA-2014-140949,18-03-2014,23-03-2014,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0.0,12.0978,2.54,Medium
38758,35405,CA-2012-105599,07-09-2012,07-09-2012,Same Day,MC-17275,Marc Crier,Consumer,New York City,New York,United States,10011.0,US,East,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3,0.4,-14.1639,2.54,Medium
38955,33787,CA-2012-141040,09-10-2012,13-10-2012,Second Class,TB-21250,Tim Brockman,Consumer,New York City,New York,United States,10024.0,US,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,23.92,4,0.0,10.764,2.49,High
39001,32461,CA-2011-127964,03-03-2011,08-03-2011,Standard Class,AP-10720,Anne Pryor,Home Office,New York City,New York,United States,10035.0,US,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785,2.48,High
39002,33247,CA-2014-157987,03-09-2014,07-09-2014,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,United States,10009.0,US,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,0.2,8.9208,2.48,High
39006,37390,CA-2014-100111,21-09-2014,27-09-2014,Standard Class,SV-20365,Seth Vernon,Consumer,New York City,New York,United States,10035.0,US,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0.0,21.792,2.48,Medium
39080,32878,CA-2012-131338,09-08-2012,12-08-2012,First Class,NP-18325,Naresj Patel,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0.0,2.9372,2.46,Medium
39081,33015,CA-2013-169943,20-05-2013,25-05-2013,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,United States,10011.0,US,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0.0,15.0864,2.46,Medium
39129,35276,CA-2011-114517,23-12-2011,27-12-2011,Standard Class,TH-21235,Tiffany House,Corporate,New York City,New York,United States,10024.0,US,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,53.316,2,0.4,-19.5492,2.45,Medium
39174,33509,CA-2014-107874,22-11-2014,26-11-2014,Standard Class,SW-20275,Scott Williamson,Consumer,New York City,New York,United States,10035.0,US,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,1,0.0,11.2422,2.44,High
39177,35763,CA-2014-168641,25-11-2014,02-12-2014,Standard Class,KA-16525,Kelly Andreada,Consumer,New York City,New York,United States,10035.0,US,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9,0.0,7.371,2.44,Low
39285,31654,CA-2013-138520,09-04-2013,14-04-2013,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,New York City,New York,United States,10035.0,US,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",34.4,5,0.0,15.824,2.41,Medium
39392,39225,CA-2014-120404,21-11-2014,25-11-2014,Second Class,KH-16330,Katharine Harms,Corporate,New York City,New York,United States,10035.0,US,East,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,50.97,3,0.0,9.1746,2.39,Medium
39463,39538,CA-2011-109855,01-09-2011,05-09-2011,Standard Class,LH-16900,Lena Hernandez,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,23.744,2,0.2,8.3104,2.37,High
39535,31978,CA-2013-164511,20-11-2013,25-11-2013,Standard Class,DJ-13630,Doug Jacobs,Consumer,New York City,New York,United States,10024.0,US,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.5984,2.35,High
39542,39779,US-2014-118535,12-02-2014,16-02-2014,Standard Class,DJ-13510,Don Jones,Corporate,New York City,New York,United States,10024.0,US,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,9.936,2.35,High
39632,35493,US-2012-134271,18-04-2012,23-04-2012,Second Class,RF-19735,Roland Fjeld,Consumer,New York City,New York,United States,10024.0,US,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,21.93,3,0.0,10.3071,2.33,Medium
39719,31844,CA-2014-162929,20-11-2014,23-11-2014,First Class,AS-10135,Adrian Shami,Home Office,New York City,New York,United States,10035.0,US,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2,0.0,6.4128,2.31,Medium
39761,36430,CA-2014-155607,27-11-2014,01-12-2014,Standard Class,FG-14260,Frank Gastineau,Home Office,New York City,New York,United States,10009.0,US,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7,0.0,14.6825,2.3,Medium
39843,32586,CA-2013-154711,23-11-2013,27-11-2013,Standard Class,TB-21355,Todd Boyes,Corporate,New York City,New York,United States,10009.0,US,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,20.82,3,0.0,7.4952,2.28,Medium
39895,37094,CA-2011-124856,29-09-2011,03-10-2011,Second Class,LD-17005,Lisa DeCherney,Consumer,New York City,New York,United States,10011.0,US,East,OFF-LA-10000121,Office Supplies,Labels,Avery 48,18.9,3,0.0,8.694,2.27,High
39935,33691,CA-2012-137897,14-11-2012,19-11-2012,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,United States,10035.0,US,East,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,37.6,2,0.0,2.256,2.26,Medium
39982,34739,CA-2014-168858,20-11-2014,24-11-2014,Standard Class,JD-16150,Justin Deggeller,Corporate,New York City,New York,United States,10011.0,US,East,OFF-EN-10001415,Office Supplies,Envelopes,Staples,16.74,3,0.0,8.37,2.25,High
40116,31916,CA-2014-117947,19-08-2014,24-08-2014,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,United States,10011.0,US,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,1,0.0,10.9939,2.22,Medium
40161,34289,CA-2013-134376,03-10-2013,07-10-2013,Standard Class,TT-21265,Tim Taslimi,Corporate,New York City,New York,United States,10024.0,US,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0.0,16.5888,2.21,Medium
40163,36911,CA-2013-158001,24-08-2013,28-08-2013,Standard Class,JP-15460,Jennifer Patt,Corporate,New York City,New York,United States,10035.0,US,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,0.0,8.733,2.21,Medium
40272,37355,CA-2011-107524,02-03-2011,08-03-2011,Standard Class,KN-16705,Kristina Nunn,Home Office,New York City,New York,United States,10009.0,US,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,5,0.0,17.472,2.18,Medium
40274,38315,US-2013-154256,24-06-2013,28-06-2013,Second Class,SM-20005,Sally Matthias,Consumer,New York City,New York,United States,10035.0,US,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,25.83,7,0.0,12.1401,2.18,Medium
40416,36292,CA-2011-132227,04-11-2011,10-11-2011,Standard Class,SZ-20035,Sam Zeldin,Home Office,New York City,New York,United States,10011.0,US,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064,4,0.2,18.8732,2.15,Medium
40512,36273,CA-2012-165050,07-12-2012,09-12-2012,First Class,AH-10210,Alan Hwang,Consumer,New York City,New York,United States,10024.0,US,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,5,0.2,7.209,2.13,Medium
40515,38326,CA-2013-145548,12-11-2013,17-11-2013,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,United States,10011.0,US,East,OFF-ST-10002562,Office Supplies,Storage,Staples,28.14,3,0.0,7.8792,2.13,Medium
40560,31913,CA-2014-117947,19-08-2014,24-08-2014,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,United States,10011.0,US,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0.0,15.7872,2.12,Medium
40607,36413,CA-2014-154137,12-11-2014,18-11-2014,Standard Class,MT-17815,Meg Tillman,Consumer,New York City,New York,United States,10009.0,US,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.48,1,0.0,0.0,2.11,Medium
40641,33401,CA-2014-167101,25-03-2014,29-03-2014,Second Class,BM-11650,Brian Moss,Corporate,New York City,New York,United States,10009.0,US,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2,0.0,11.7,2.1,Medium
40754,41221,CA-2012-159534,20-03-2012,23-03-2012,First Class,DH-13075,Dave Hallsten,Corporate,New York City,New York,United States,10035.0,US,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99,1,0.0,11.995,2.08,High
40790,34658,US-2012-142020,04-06-2012,08-06-2012,Second Class,TC-21535,Tracy Collins,Home Office,New York City,New York,United States,10024.0,US,East,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.9952,2.07,Medium
40838,39699,CA-2012-110814,05-12-2012,09-12-2012,Second Class,BD-11635,Brian Derr,Consumer,New York City,New York,United States,10009.0,US,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,22.68,2,0.0,11.1132,2.06,Medium
41026,36522,CA-2013-119865,22-06-2013,27-06-2013,Standard Class,AS-10090,Adam Shillingsburg,Consumer,New York City,New York,United States,10011.0,US,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,36.56,5,0.2,12.796,2.02,High
41027,38307,US-2011-135881,23-05-2011,27-05-2011,Standard Class,GT-14710,Greg Tran,Consumer,New York City,New York,United States,10035.0,US,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,5,0.2,5.837,2.02,Medium
41073,31601,CA-2012-144253,04-05-2012,09-05-2012,Second Class,AS-10225,Alan Schoenberger,Corporate,New York City,New York,United States,10024.0,US,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864,2.01,Medium
41122,32170,CA-2011-148488,10-12-2011,15-12-2011,Standard Class,SM-20005,Sally Matthias,Consumer,New York City,New York,United States,10009.0,US,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.344,7,0.2,37.2204,2.0,Medium
41183,33693,CA-2012-137897,14-11-2012,19-11-2012,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,United States,10035.0,US,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,5,0.0,16.65,1.99,Medium
41189,40499,CA-2013-153836,31-10-2013,04-11-2013,Standard Class,EH-13765,Edward Hooks,Corporate,New York City,New York,United States,10011.0,US,East,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,28.752,3,0.2,10.0632,1.99,Medium
